nsecs: 409340087
nsecs: 553864013
nsecs: 570192138
nsecs: 588774169
nsecs: 611881103
nsecs: 631562011
nsecs: 643925048
nsecs: 651603027
nsecs: 671143066
nsecs: 699391113
nsecs: 714780029
nsecs: 733644042
nsecs: 749958007
nsecs: 776364990
nsecs: 779381103
nsecs: 786333984
nsecs: 802863037
nsecs: 821360107
nsecs: 824466064
nsecs: 828728027
nsecs: 831341064
nsecs: 845490966
nsecs: 862806152
nsecs: 870716064
nsecs: 883109130
nsecs: 904311035
nsecs: 907071044
nsecs: 925851074
nsecs: 942648193
nsecs: 952917968
nsecs: 967009033
nsecs: 968010009
nsecs: 987600097
nsecs:   1712158
nsecs:   3534179
nsecs:  19962158
nsecs:  38300048
nsecs:  47135009
nsecs:  62224121
nsecs:  69082031
nsecs:  92425048
nsecs:  94230957
nsecs:  97524169
nsecs: 110229003
nsecs: 123641113
nsecs: 148594970
nsecs: 152038085
nsecs: 169924072
nsecs: 185469970
nsecs: 197711181
nsecs: 202476074
nsecs: 206826171
nsecs: 221572021
nsecs: 229697998
nsecs: 247384033
nsecs: 257510986
nsecs: 270513183
nsecs: 275416992
nsecs: 283995117
nsecs: 297583007
nsecs: 308122070
nsecs: 311353027
nsecs: 336469970
nsecs: 335597167
nsecs: 341771972
nsecs: 351156005
nsecs: 354509033
nsecs: 368989990
nsecs: 368998046
nsecs: 385381103
nsecs: 399245117
nsecs: 399422119
nsecs: 418842041
nsecs: 432274169
nsecs: 443694091
nsecs: 460389160
nsecs: 469115966
nsecs: 473664062
nsecs: 480198974
nsecs: 496371093
nsecs: 511355957
nsecs: 527778076
nsecs: 536820068
nsecs: 560838134
nsecs: 572433105
nsecs: 583027099
nsecs: 589492187
nsecs: 602900146
nsecs: 617453125
nsecs: 626621093
nsecs: 653385986
nsecs: 649771972
nsecs: 666059082
nsecs: 678594970
nsecs: 683224121
nsecs: 690242187
nsecs: 705527099
nsecs: 719302001
nsecs: 734252197
nsecs: 750486083
nsecs: 755393066
nsecs: 766946044
nsecs: 772178955
nsecs: 797489013
nsecs: 803878173
nsecs: 813373046
nsecs: 818302001
nsecs: 834286132
nsecs: 838254150
nsecs: 852922119
nsecs: 861162109
nsecs: 865715087
nsecs: 876925048
nsecs: 891109130
nsecs: 907166992
nsecs: 923257080
nsecs: 933343017
nsecs: 937568115
nsecs: 951749023
nsecs: 956269042
nsecs: 965045166
nsecs: 976670166
nsecs: 993489990
nsecs:   8255126
nsecs:  10500976
nsecs:  22594970
nsecs:  44807128
nsecs:  57232177
nsecs:  74599121
nsecs:  83719970
nsecs:  88463134
nsecs:  94145019
nsecs: 100516113
nsecs: 101633056
nsecs: 128582031
nsecs: 145584960
nsecs: 161010986
nsecs: 170777099
nsecs: 185575195
nsecs: 196103027
nsecs: 203245117
nsecs: 205822998
nsecs: 218410156
nsecs: 239504150
nsecs: 235909179
nsecs: 251079101
nsecs: 262165039
nsecs: 274941162
nsecs: 280518066
nsecs: 304312988
nsecs: 315467041
nsecs: 325656982
nsecs: 336832031
nsecs: 357802001
nsecs: 364010986
nsecs: 383281982
nsecs: 400360107
nsecs: 418655029
nsecs: 423690185
nsecs: 426019042
nsecs: 433359130
nsecs: 455053955
nsecs: 466202148
nsecs: 492056152
nsecs: 495848144
nsecs: 501355957
