\\\\%time\field.data\\
1593028534\943660246\1.59302853494366E+018\\1593028539947696924\1593028539946688890\\5003.028224
1593028534\977746752\1.59302853497775E+018\\1593028540024307966\1593028540023690938\\5045.944064
1593028535\33252951\1.59302853503325E+018\\1593028540095901966\1593028540095221996\\5061.969152
1593028535\53598997\1.5930285350536E+018\\1593028540168685913\1593028540168174982\\5114.575616
1593028535\83039178\1.59302853508304E+018\\1593028540237935066\1593028540237406969\\5154.367488
1593028535\131173156\1.59302853513117E+018\\1593028540309758901\1593028540308324098\\5177.15072
1593028535\178339245\1.59302853517834E+018\\1593028540380867004\1593028540380196094\\5201.856512
1593028535\200385075\1.59302853520039E+018\\1593028540453032970\1593028540451986074\\5251.600896
1593028535\244388331\1.59302853524439E+018\\1593028540530282020\1593028540529613018\\5285.224704
1593028535\274363206\1.59302853527436E+018\\1593028540601716041\1593028540601042032\\5326.678784
1593028535\309752225\1.59302853530975E+018\\1593028540668879032\1593028540668170928\\5358.418432
1593028535\339885505\1.59302853533989E+018\\1593028540747975111\1593028540746762990\\5406.877184
1593028535\375189193\1.59302853537519E+018\\1593028540824511051\1593028540823398113\\5448.208896
1593028535\406174994\1.59302853540618E+018\\1593028540901372909\1593028540900530099\\5494.354944
1593028535\431192809\1.59302853543119E+018\\1593028540970760107\1593028540970176935\\5538.98368
1593028535\464148872\1.59302853546415E+018\\1593028541044965982\1593028541044282913\\5580.133888
1593028535\491998896\1.593028535492E+018\\1593028541113176107\1593028541112412929\\5620.413696
1593028535\522922458\1.59302853552292E+018\\1593028541183423995\1593028541182327032\\5659.404544
1593028535\553388028\1.59302853555339E+018\\1593028541254080057\1593028541253565073\\5700.177152
1593028535\597610039\1.59302853559761E+018\\1593028541331902027\1593028541331207036\\5733.597184
1593028535\624149919\1.59302853562415E+018\\1593028541400262117\1593028541399707078\\5775.556864
1593028535\652420398\1.59302853565242E+018\\1593028541470755100\1593028541470084905\\5817.664512
1593028535\689520184\1.59302853568952E+018\\1593028541548002958\1593028541547370910\\5857.85088
1593028535\725109163\1.59302853572511E+018\\1593028541618046998\1593028541617005109\\5891.895808
1593028535\743322895\1.59302853574332E+018\\1593028541691875934\1593028541691334009\\5948.011264
1593028535\777102610\1.5930285357771E+018\\1593028541764868021\1593028541763909101\\5986.806528
1593028535\810676439\1.59302853581068E+018\\1593028541837333917\1593028541836766958\\6026.09024
1593028535\842839702\1.59302853584284E+018\\1593028541911839962\1593028541911279916\\6068.44032
1593028535\877091667\1.59302853587709E+018\\1593028541985420942\1593028541984788894\\6107.697152
1593028535\910191616\1.59302853591019E+018\\1593028542056543111\1593028542055891990\\6145.700352
1593028535\942717576\1.59302853594272E+018\\1593028542129848003\1593028542129272937\\6186.555136
1593028535\975972892\1.59302853597597E+018\\1593028542201699018\1593028542201117038\\6225.14432
1593028536\9638202\1.59302853600964E+018\\1593028542271405935\1593028542270755052\\6261.116672
1593028536\43616635\1.59302853604362E+018\\1593028542341979980\1593028542340143918\\6296.527616
1593028536\77354592\1.59302853607735E+018\\1593028542411304950\1593028542410489082\\6333.134336
1593028536\111101159\1.5930285361111E+018\\1593028542482446908\1593028542481534957\\6370.433536
1593028536\142608044\1.59302853614261E+018\\1593028542555449008\1593028542554207086\\6411.598848
1593028536\177329094\1.59302853617733E+018\\1593028542626045942\1593028542625418901\\6448.0896
1593028536\210406673\1.59302853621041E+018\\1593028542695914983\1593028542695166110\\6484.759296
1593028536\244561418\1.59302853624456E+018\\1593028542766952991\1593028542766279935\\6521.718528
1593028536\275562034\1.59302853627556E+018\\1593028542836235046\1593028542835175037\\6559.612928
1593028536\310304992\1.59302853631031E+018\\1593028542907314062\1593028542904165029\\6593.860096
1593028536\343273036\1.59302853634327E+018\\1593028542978987932\1593028542977688074\\6634.415104
1593028536\376158303\1.59302853637616E+018\\1593028543048021078\1593028543047350883\\6671.192576
1593028536\411260439\1.59302853641126E+018\\1593028543119982004\1593028543118988990\\6707.728384
1593028536\443932285\1.59302853644393E+018\\1593028543190433025\1593028543189800977\\6745.8688
1593028536\476586038\1.59302853647659E+018\\1593028543263490915\1593028543262774944\\6786.1888
1593028536\510833578\1.59302853651083E+018\\1593028543335385084\1593028543334700107\\6823.866368
1593028536\543012710\1.59302853654301E+018\\1593028543408899068\1593028543405394077\\
1593028536\578339879\1.59302853657834E+018\\1593028543480119943\1593028543479346990\\
1593028536\608335458\1.59302853660834E+018\\1593028543557600975\1593028543556194067\\
1593028536\645133489\1.59302853664513E+018\\1593028543628998994\1593028543628093957\\
1593028536\675719742\1.59302853667572E+018\\1593028543701522111\1593028543700016975\\
1593028536\710975838\1.59302853671098E+018\\1593028543768095016\1593028543767294883\\
1593028536\743362485\1.59302853674336E+018\\1593028543844088077\1593028543842242956\\
1593028536\775289937\1.59302853677529E+018\\1593028543913311958\1593028543912662982\\
1593028536\811214799\1.59302853681121E+018\\1593028543985090970\1593028543983824014\\
1593028536\842477466\1.59302853684248E+018\\1593028544058218002\1593028544057539939\\
1593028536\876646137\1.59302853687665E+018\\1593028544131652116\1593028544131098985\\
1593028536\910035932\1.59302853691004E+018\\1593028544203562974\1593028544202753067\\
1593028536\942509800\1.59302853694251E+018\\1593028544282939910\1593028544282056093\\
1593028536\975950391\1.59302853697595E+018\\1593028544352860927\1593028544351999044\\
1593028537\16898738\1.5930285370169E+018\\1593028544425421953\1593028544423214912\\
1593028537\42456803\1.59302853704246E+018\\1593028544494142055\1593028544493227958\\
1593028537\84021491\1.59302853708402E+018\\1593028544564917087\1593028544564234018\\
1593028537\124758897\1.59302853712476E+018\\1593028544634759902\1593028544634092092\\
1593028537\147602158\1.5930285371476E+018\\1593028544703175067\1593028544702451944\\
1593028537\177528700\1.59302853717753E+018\\1593028544770260095\1593028544768451929\\
1593028537\209321802\1.59302853720932E+018\\1593028544833995103\1593028544832981109\\
1593028537\253093580\1.59302853725309E+018\\1593028544900974035\1593028544900141000\\
1593028537\276679199\1.59302853727668E+018\\1593028544968952894\1593028544967984914\\
1593028537\311768594\1.59302853731177E+018\\1593028545038188934\1593028545037061929\\
1593028537\361804927\1.5930285373618E+018\\1593028545107538938\1593028545105503082\\
1593028537\383102605\1.5930285373831E+018\\1593028545178518056\1593028545177711009\\
1593028537\412242291\1.59302853741224E+018\\1593028545244599103\1593028545242202043\\
1593028537\442818470\1.59302853744282E+018\\1593028545314142942\1593028545312812089\\
1593028537\477004085\1.593028537477E+018\\1593028545383615016\1593028545382093906\\
1593028537\521277669\1.59302853752128E+018\\1593028545461246967\1593028545460522890\\
1593028537\547441779\1.59302853754744E+018\\1593028545533839941\1593028545532994031\\
1593028537\575458892\1.59302853757546E+018\\1593028545602078914\1593028545600912094\\
1593028537\610056759\1.59302853761006E+018\\1593028545668776035\1593028545668147087\\
1593028537\642428943\1.59302853764243E+018\\1593028545745790958\1593028545744721889\\
1593028537\677376471\1.59302853767738E+018\\1593028545818211078\1593028545817169904\\
1593028537\709589603\1.59302853770959E+018\\1593028545888472080\1593028545887447118\\
1593028537\742411686\1.59302853774241E+018\\1593028545959842920\1593028545959224939\\
1593028537\775921424\1.59302853777592E+018\\1593028546032181978\1593028546031604051\\
1593028537\808539141\1.59302853780854E+018\\1593028546101294994\1593028546100723028\\
1593028537\842749312\1.59302853784275E+018\\1593028546172095060\1593028546170924901\\
1593028537\875804743\1.5930285378758E+018\\1593028546244398117\1593028546243721961\\
1593028537\909509441\1.59302853790951E+018\\1593028546317315101\1593028546316411018\\
1593028537\942354154\1.59302853794235E+018\\1593028546389127016\1593028546388391017\\
1593028537\978400310\1.5930285379784E+018\\1593028546462387084\1593028546461755037\\
1593028538\10210912\1.59302853801021E+018\\1593028546543476104\1593028546541353940\\
1593028538\41862220\1.59302853804186E+018\\1593028546615820884\1593028546614528894\\
1593028538\77246703\1.59302853807725E+018\\1593028546694693088\1593028546694062948\\
1593028538\108641793\1.59302853810864E+018\\1593028546770576953\1593028546769987106\\
1593028538\141798464\1.5930285381418E+018\\1593028546844155073\1593028546843440055\\
1593028538\178366555\1.59302853817837E+018\\1593028546914436101\1593028546913604021\\
1593028538\210241822\1.59302853821024E+018\\1593028546989103078\1593028546988373994\\
1593028538\245424049\1.59302853824542E+018\\1593028547059930086\1593028547059053897\\
1593028538\276794862\1.59302853827679E+018\\1593028547132662057\1593028547132152080\\
1593028538\312994664\1.59302853831299E+018\\1593028547202049970\1593028547201353073\\
1593028538\343059315\1.59302853834306E+018\\1593028547273216009\1593028547272155046\\
1593028538\376220097\1.59302853837622E+018\\1593028547347493886\1593028547346743106\\
1593028538\409127049\1.59302853840913E+018\\1593028547423093080\1593028547422120094\\
1593028538\442662028\1.59302853844266E+018\\1593028547495893955\1593028547495313882\\
1593028538\476552092\1.59302853847655E+018\\1593028547568754911\1593028547568133115\\
1593028538\508726966\1.59302853850873E+018\\1593028547643599033\1593028547642890930\\
1593028538\542754250\1.59302853854275E+018\\1593028547712848901\1593028547712274074\\
1593028538\575485150\1.59302853857549E+018\\1593028547783334016\1593028547782305002\\
1593028538\609320642\1.59302853860932E+018\\1593028547856941938\1593028547856015920\\
1593028538\641822102\1.59302853864182E+018\\1593028547932090997\1593028547931320905\\
1593028538\675856664\1.59302853867586E+018\\1593028548004564046\1593028548004029989\\
1593028538\709383198\1.59302853870938E+018\\1593028548080446004\1593028548079821109\\
1593028538\743927344\1.59302853874393E+018\\1593028548152030944\1593028548151212930\\
1593028538\774933979\1.59302853877493E+018\\1593028548224335908\1593028548223726034\\
1593028538\810299480\1.5930285388103E+018\\1593028548298403024\1593028548297818899\\
1593028538\843655814\1.59302853884366E+018\\1593028548366669893\1593028548365065097\\
1593028538\875026979\1.59302853887503E+018\\1593028548435437917\1593028548434478998\\
1593028538\909732251\1.59302853890973E+018\\1593028548511106967\1593028548509510993\\
1593028538\942611019\1.59302853894261E+018\\1593028548583065986\1593028548581212043\\
1593028538\980210759\1.59302853898021E+018\\1593028548655946969\1593028548655296087\\
1593028539\8559274\1.59302853900856E+018\\1593028548730990886\1593028548730277061\\
1593028539\42841869\1.59302853904284E+018\\1593028548803177118\1593028548802383899\\
1593028539\76609325\1.59302853907661E+018\\1593028548883802890\1593028548882944107\\
1593028539\109152191\1.59302853910915E+018\\1593028548960436105\1593028548959775924\\
1593028539\141824981\1.59302853914183E+018\\1593028549033298969\1593028549032552957\\
1593028539\176367757\1.59302853917637E+018\\1593028549102637052\1593028549101922988\\
1593028539\208763774\1.59302853920876E+018\\1593028549178774118\1593028549178229093\\
1593028539\242983907\1.59302853924298E+018\\1593028549252315044\1593028549251811981\\
1593028539\275784417\1.59302853927578E+018\\1593028549330893039\1593028549330132007\\
1593028539\310814628\1.59302853931081E+018\\1593028549400701045\1593028549399888992\\
1593028539\343814005\1.59302853934381E+018\\1593028549471086025\1593028549470099925\\
1593028539\375824177\1.59302853937582E+018\\1593028549546189069\1593028549544589996\\
1593028539\409480932\1.59302853940948E+018\\1593028549619303941\1593028549618191957\\
1593028539\441151925\1.59302853944115E+018\\1593028549691958904\1593028549689377069\\
1593028539\477724497\1.59302853947772E+018\\1593028549764303922\1593028549763614892\\
1593028539\508791501\1.59302853950879E+018\\1593028549834158897\1593028549833478927\\
1593028539\543303888\1.5930285395433E+018\\1593028549903403997\1593028549900994062\\
1593028539\576178693\1.59302853957618E+018\\1593028549970489025\1593028549969914913\\
1593028539\613144518\1.59302853961314E+018\\1593028550044596910\1593028550041513919\\
1593028539\647906642\1.59302853964791E+018\\1593028550109702110\1593028550108258962\\
1593028539\675092733\1.59302853967509E+018\\1593028550187841892\1593028550184658050\\
1593028539\709723785\1.59302853970972E+018\\1593028550254976987\1593028550253734111\\
1593028539\742134191\1.59302853974213E+018\\1593028550333900928\1593028550333277940\\
1593028539\775904850\1.5930285397759E+018\\1593028550403348922\1593028550401635885\\
1593028539\809407403\1.59302853980941E+018\\1593028550471087932\1593028550469727993\\
1593028539\857124019\1.59302853985712E+018\\1593028550544370889\1593028550542860984\\
1593028539\876937352\1.59302853987694E+018\\1593028550611629962\1593028550611021995\\
1593028539\912590904\1.59302853991259E+018\\1593028550680491924\1593028550679286956\\
1593028539\942370079\1.59302853994237E+018\\1593028550751300096\1593028550750350952\\
1593028539\991426263\1.59302853999143E+018\\1593028550824421882\1593028550823539972\\
1593028540\20562857\1.59302854002056E+018\\1593028550902123928\1593028550900901079\\
1593028540\44181123\1.59302854004418E+018\\1593028550969069957\1593028550968277931\\
1593028540\77350497\1.59302854007735E+018\\1593028551045572042\1593028551044581890\\
1593028540\109506037\1.59302854010951E+018\\1593028551116204977\1593028551114763975\\
1593028540\155115523\1.59302854015512E+018\\1593028551188522100\1593028551187900066\\
1593028540\175417163\1.59302854017542E+018\\1593028551258327960\1593028551257508993\\
1593028540\209829959\1.59302854020983E+018\\1593028551330307960\1593028551329637050\\
1593028540\241767929\1.59302854024177E+018\\1593028551397703886\1593028551397005081\\
1593028540\284903885\1.5930285402849E+018\\1593028551465307950\1593028551464627027\\
1593028540\311217899\1.59302854031122E+018\\1593028551533138036\1593028551532453060\\
1593028540\349237817\1.59302854034924E+018\\1593028551602127075\1593028551601226091\\
1593028540\376001915\1.593028540376E+018\\1593028551667799949\1593028551667263031\\
1593028540\415804690\1.5930285404158E+018\\1593028551733860969\1593028551733110904\\
1593028540\446976248\1.59302854044698E+018\\1593028551801826000\1593028551801208972\\
1593028540\493928062\1.59302854049393E+018\\1593028551869718074\1593028551868782043\\
1593028540\516748101\1.59302854051675E+018\\1593028551937804937\1593028551937169075\\
1593028540\544087245\1.59302854054409E+018\\1593028552013856887\1593028552012145042\\
1593028540\576120028\1.59302854057612E+018\\1593028552082531929\1593028552081428050\\
1593028540\609674692\1.59302854060967E+018\\1593028552153489112\1593028552151607990\\
1593028540\642855139\1.59302854064286E+018\\1593028552222558021\1593028552220837116\\
1593028540\676629984\1.59302854067663E+018\\1593028552297719001\1593028552297094106\\
1593028540\713403924\1.5930285407134E+018\\1593028552368397951\1593028552367814064\\
1593028540\742263263\1.59302854074226E+018\\1593028552439066886\1593028552438350915\\
1593028540\779739412\1.59302854077974E+018\\1593028552513387918\1593028552512738943\\
1593028540\813009062\1.59302854081301E+018\\1593028552587603092\1593028552585752010\\
1593028540\843295284\1.5930285408433E+018\\1593028552658031940\1593028552656851053\\
1593028540\879185017\1.59302854087918E+018\\1593028552726952075\1593028552726182937\\
1593028540\908927433\1.59302854090893E+018\\1593028552797110080\1593028552796458005\\
1593028540\944113808\1.59302854094411E+018\\1593028552867583036\1593028552866967916\\
1593028540\977013261\1.59302854097701E+018\\1593028552934942007\1593028552934273958\\
1593028541\10506018\1.59302854101051E+018\\1593028553003830909\1593028553003083944\\
1593028541\41457968\1.59302854104146E+018\\1593028553075719118\1593028553072370052\\
1593028541\75911745\1.59302854107591E+018\\1593028553147433042\1593028553146601915\\
1593028541\108541944\1.59302854110854E+018\\1593028553215837955\1593028553214689016\\
1593028541\142521025\1.59302854114252E+018\\1593028553288954019\1593028553288337945\\
1593028541\175237055\1.59302854117524E+018\\1593028553361567974\1593028553361012935\\
1593028541\212978774\1.59302854121298E+018\\1593028553432554006\1593028553431919097\\
1593028541\244902689\1.5930285412449E+018\\1593028553499602079\1593028553498981952\\
1593028541\275912619\1.59302854127591E+018\\1593028553571371078\1593028553570072889\\
1593028541\310308453\1.59302854131031E+018\\1593028553638139963\1593028553637180089\\
1593028541\343488068\1.59302854134349E+018\\1593028553706844091\1593028553705580949\\
1593028541\376347929\1.59302854137635E+018\\1593028553780358076\1593028553779692888\\
1593028541\408342397\1.59302854140834E+018\\1593028553850722074\1593028553850009918\\
1593028541\444046986\1.59302854144405E+018\\1593028553919015884\1593028553918262958\\
1593028541\475165489\1.59302854147517E+018\\1593028553991182088\1593028553990472078\\
1593028541\510228533\1.59302854151023E+018\\1593028554062973976\1593028554062129020\\
1593028541\541674956\1.59302854154168E+018\\1593028554135328054\1593028554134033918\\
1593028541\576395746\1.5930285415764E+018\\1593028554200689077\1593028554199903011\\
1593028541\610012575\1.59302854161001E+018\\1593028554268249988\1593028554267720937\\
1593028541\644575610\1.59302854164458E+018\\1593028554336842060\1593028554335848093\\
1593028541\676029922\1.59302854167603E+018\\1593028554403316974\1593028554402147054\\
1593028541\708845931\1.59302854170885E+018\\1593028554470004081\1593028554468970060\\
1593028541\743026102\1.59302854174303E+018\\1593028554537410020\1593028554536690950\\
1593028541\775917259\1.59302854177592E+018\\1593028554604566097\1593028554603483915\\
1593028541\813560498\1.59302854181356E+018\\1593028554672447919\1593028554670730113\\
1593028541\842557112\1.59302854184256E+018\\1593028554737528085\1593028554736831903\\
1593028541\880252425\1.59302854188025E+018\\1593028554804532051\1593028554803745985\\
1593028541\909817048\1.59302854190982E+018\\1593028554874413967\1593028554872359991\\
1593028541\945872204\1.59302854194587E+018\\1593028554944971084\1593028554943155050\\
1593028541\976090408\1.59302854197609E+018\\1593028555012073993\1593028555011425971\\
1593028542\16839610\1.59302854201684E+018\\1593028555081326007\1593028555080457925\\
1593028542\52158390\1.59302854205216E+018\\1593028555153923988\1593028555153307914\\
1593028542\78094652\1.59302854207809E+018\\1593028555223980903\1593028555222315073\\
1593028542\109459391\1.59302854210946E+018\\1593028555297494888\1593028555296484947\\
1593028542\143152608\1.59302854214315E+018\\1593028555365005016\1593028555364339113\\
1593028542\178657274\1.59302854217866E+018\\1593028555434454917\1593028555433793067\\
1593028542\209079622\1.59302854220908E+018\\1593028555499677896\1593028555499058961\\
1593028542\246895784\1.5930285422469E+018\\1593028555573219060\1593028555572484016\\
1593028542\275942213\1.59302854227594E+018\\1593028555640077114\1593028555639262914\\
1593028542\310198197\1.5930285423102E+018\\1593028555706886053\1593028555705656051\\
1593028542\342262702\1.59302854234226E+018\\1593028555776880025\1593028555772296905\\
1593028542\378127472\1.59302854237813E+018\\1593028555845916032\1593028555845238924\\
1593028542\408926240\1.59302854240893E+018\\1593028555914278984\1593028555913527011\\
1593028542\445415333\1.59302854244542E+018\\1593028555984087944\1593028555983326911\\
1593028542\475984661\1.59302854247598E+018\\1593028556059114933\1593028556055718898\\
1593028542\540290130\1.59302854254029E+018\\1593028556130393981\1593028556129745960\\
1593028542\552587171\1.59302854255259E+018\\1593028556198585033\1593028556197942972\\
1593028542\581787615\1.59302854258179E+018\\1593028556267271995\1593028556266633033\\
1593028542\615375778\1.59302854261538E+018\\1593028556335274934\1593028556334115982\\
1593028542\644038787\1.59302854264404E+018\\1593028556399986028\1593028556398746013\\
1593028542\682470161\1.59302854268247E+018\\1593028556464898109\1593028556464274883\\
1593028542\709956413\1.59302854270996E+018\\1593028556533261060\1593028556532139062\\
1593028542\743682814\1.59302854274368E+018\\1593028556601054906\1593028556600389957\\
1593028542\775498453\1.5930285427755E+018\\1593028556669271945\1593028556668466091\\
1593028542\810071765\1.59302854281007E+018\\1593028556734133958\1593028556733324050\\
1593028542\841879848\1.59302854284188E+018\\1593028556801359891\1593028556800266027\\
1593028542\876255793\1.59302854287626E+018\\1593028556870726108\1593028556869883060\\
1593028542\910041008\1.59302854291004E+018\\1593028556938462018\1593028556936722993\\
1593028542\946199718\1.5930285429462E+018\\1593028557008306980\1593028557007440090\\
1593028542\976041725\1.59302854297604E+018\\1593028557078118085\1593028557076025962\\
1593028543\10959716\1.59302854301096E+018\\1593028557149125099\1593028557146701097\\
1593028543\44347827\1.59302854304435E+018\\1593028557217339992\1593028557216274976\\
1593028543\76285371\1.59302854307629E+018\\1593028557287390947\1593028557286276102\\
1593028543\109964384\1.59302854310996E+018\\1593028557357109069\1593028557356441974\\
1593028543\142573435\1.59302854314257E+018\\1593028557432691097\1593028557432179927\\
1593028543\178570295\1.59302854317857E+018\\1593028557506256103\1593028557505395889\\
1593028543\210775353\1.59302854321078E+018\\1593028557583619117\1593028557582947015\\
1593028543\245216094\1.59302854324522E+018\\1593028557658392906\1593028557657601118\\
1593028543\277451632\1.59302854327745E+018\\1593028557731172084\1593028557729947090\\
1593028543\310331345\1.59302854331033E+018\\1593028557801357984\1593028557800159931\\
1593028543\342295888\1.5930285433423E+018\\1593028557874480009\1593028557871082067\\
1593028543\377167621\1.59302854337717E+018\\1593028557945518016\1593028557944354057\\
1593028543\408932131\1.59302854340893E+018\\1593028558021982908\1593028558020668983\\
1593028543\442921379\1.59302854344292E+018\\1593028558093041896\1593028558091945886\\
1593028543\475076364\1.59302854347508E+018\\1593028558170068025\1593028558169347047\\
1593028543\509416791\1.59302854350942E+018\\1593028558243995904\1593028558243402957\\
1593028543\542903456\1.5930285435429E+018\\1593028558316370964\1593028558314507961\\
1593028543\575720040\1.59302854357572E+018\\1593028558385600090\1593028558384339094\\
1593028543\610218520\1.59302854361022E+018\\1593028558451152086\1593028558450450897\\
1593028543\642508687\1.59302854364251E+018\\1593028558520984888\1593028558520189046\\
1593028543\675947223\1.59302854367595E+018\\1593028558595418930\1593028558594712972\\
1593028543\710068802\1.59302854371007E+018\\1593028558663841962\1593028558663238048\\
1593028543\744088217\1.59302854374409E+018\\1593028558733251094\1593028558732630968\\
1593028543\776070760\1.59302854377607E+018\\1593028558802308082\1593028558801605939\\
1593028543\813162860\1.59302854381316E+018\\1593028558870731115\1593028558870121002\\
1593028543\843648837\1.59302854384365E+018\\1593028558937530040\1593028558936844110\\
1593028543\886620334\1.59302854388662E+018\\1593028559005626916\1593028559004864931\\
1593028543\908400058\1.5930285439084E+018\\1593028559071809053\1593028559071069002\\
1593028543\953479850\1.59302854395348E+018\\1593028559143588066\1593028559140477895\\
1593028543\975538421\1.59302854397554E+018\\1593028559212162017\1593028559211456060\\
1593028544\10821573\1.59302854401082E+018\\1593028559282448053\1593028559281559944\\
1593028544\43501011\1.5930285440435E+018\\1593028559354445934\1593028559353873014\\
1593028544\75344464\1.59302854407534E+018\\1593028559430949926\1593028559430186033\\
